election_id,election_name,election_date,state,total_seats,pollster,in_range_score,winner_correct,predicted_winner,actual_winner,predictions_json,actual_results_json
2024_maharashtra_legislative_assembly,2024 Maharashtra Legislative Assembly election,20 November 2024,Maharashtra,288,People's Pulse,0.0,True,Maha Yuti,Maha Yuti,"{""Maha Yuti"": [175, 195], ""Maha Vikas Aghadi"": [85, 112], ""Others"": [7, 12]}","{""Maha Yuti"": 235, ""Maha Vikas Aghadi"": 50, ""Others"": 3}"
2024_maharashtra_legislative_assembly,2024 Maharashtra Legislative Assembly election,20 November 2024,Maharashtra,288,Matrize,0.0,True,Maha Yuti,Maha Yuti,"{""Maha Yuti"": [150, 170], ""Maha Vikas Aghadi"": [110, 130], ""Others"": [8, 10]}","{""Maha Yuti"": 235, ""Maha Vikas Aghadi"": 50, ""Others"": 3}"
2024_maharashtra_legislative_assembly,2024 Maharashtra Legislative Assembly election,20 November 2024,Maharashtra,288,Lokshahi-Marathi Rudra,0.0,True,Maha Yuti,Maha Yuti,"{""Maha Yuti"": [148, 162], ""Maha Vikas Aghadi"": [105, 120], ""Others"": [18, 23]}","{""Maha Yuti"": 235, ""Maha Vikas Aghadi"": 50, ""Others"": 3}"
2024_maharashtra_legislative_assembly,2024 Maharashtra Legislative Assembly election,20 November 2024,Maharashtra,288,JVC,0.0,True,Maha Yuti,Maha Yuti,"{""Maha Yuti"": [150, 167], ""Maha Vikas Aghadi"": [107, 125], ""Others"": [13, 14]}","{""Maha Yuti"": 235, ""Maha Vikas Aghadi"": 50, ""Others"": 3}"
2024_maharashtra_legislative_assembly,2024 Maharashtra Legislative Assembly election,20 November 2024,Maharashtra,288,Today's Chanakya,0.0,True,Maha Yuti,Maha Yuti,"{""Maha Yuti"": [164, 186], ""Maha Vikas Aghadi"": [89, 111], ""Others"": [8, 18]}","{""Maha Yuti"": 235, ""Maha Vikas Aghadi"": 50, ""Others"": 3}"
2024_maharashtra_legislative_assembly,2024 Maharashtra Legislative Assembly election,20 November 2024,Maharashtra,288,Dainik Bhaskar,0.0,False,Maha Vikas Aghadi,Maha Yuti,"{""Maha Yuti"": [125, 140], ""Maha Vikas Aghadi"": [135, 150], ""Others"": [20, 25]}","{""Maha Yuti"": 235, ""Maha Vikas Aghadi"": 50, ""Others"": 3}"
2024_maharashtra_legislative_assembly,2024 Maharashtra Legislative Assembly election,20 November 2024,Maharashtra,288,KK Survey and strategies,4.2551,True,Maha Yuti,Maha Yuti,"{""Maha Yuti"": [214, 236], ""Maha Vikas Aghadi"": [44, 68], ""Others"": [4, 10]}","{""Maha Yuti"": 235, ""Maha Vikas Aghadi"": 50, ""Others"": 3}"
2024_maharashtra_legislative_assembly,2024 Maharashtra Legislative Assembly election,20 November 2024,Maharashtra,288,Electoral Edge,0.0,False,Maha Vikas Aghadi,Maha Yuti,"{""Maha Yuti"": [137, 159], ""Maha Vikas Aghadi"": [138, 162], ""Others"": [17, 23]}","{""Maha Yuti"": 235, ""Maha Vikas Aghadi"": 50, ""Others"": 3}"
2024_maharashtra_legislative_assembly,2024 Maharashtra Legislative Assembly election,20 November 2024,Maharashtra,288,Poll Diary,0.0,True,Maha Yuti,Maha Yuti,"{""Maha Yuti"": [122, 186], ""Maha Vikas Aghadi"": [69, 121], ""Others"": [10, 27]}","{""Maha Yuti"": 235, ""Maha Vikas Aghadi"": 50, ""Others"": 3}"
2024_maharashtra_legislative_assembly,2024 Maharashtra Legislative Assembly election,20 November 2024,Maharashtra,288,People's Insight,0.6944,True,Maha Yuti,Maha Yuti,"{""Maha Yuti"": [202, 224], ""Maha Vikas Aghadi"": [48, 72], ""Others"": [12, 18]}","{""Maha Yuti"": 235, ""Maha Vikas Aghadi"": 50, ""Others"": 3}"
2024_maharashtra_legislative_assembly,2024 Maharashtra Legislative Assembly election,20 November 2024,Maharashtra,288,Axis My India,0.0,True,Maha Yuti,Maha Yuti,"{""Maha Yuti"": [178, 200], ""Maha Vikas Aghadi"": [82, 102], ""Others"": [6, 12]}","{""Maha Yuti"": 235, ""Maha Vikas Aghadi"": 50, ""Others"": 3}"
2024_maharashtra_legislative_assembly,2024 Maharashtra Legislative Assembly election,20 November 2024,Maharashtra,288,CNX Exit Poll,0.0,True,Maha Yuti,Maha Yuti,"{""Maha Yuti"": [160, 179], ""Maha Vikas Aghadi"": [100, 119], ""Others"": [6, 12]}","{""Maha Yuti"": 235, ""Maha Vikas Aghadi"": 50, ""Others"": 3}"
JH_2024,2024 Jharkhand Legislative Assembly Election,13–20 November 2024,Jharkhand,81,Axis My India,2.7333,True,MGB,MGB,"{""BJP"": [17, 27], ""MGB"": [49, 59], ""Others"": [1, 6]}","{""MGB"": 56, ""BJP"": 24, ""Others"": 1}"
JH_2024,2024 Jharkhand Legislative Assembly Election,13–20 November 2024,Jharkhand,81,People's Insight,0.0,False,BJP,MGB,"{""BJP"": [39, 45], ""MGB"": [30, 36], ""Others"": [5, 7]}","{""MGB"": 56, ""BJP"": 24, ""Others"": 1}"
JH_2024,2024 Jharkhand Legislative Assembly Election,13–20 November 2024,Jharkhand,81,Chanakya Strategies,0.0,False,BJP,MGB,"{""BJP"": [45, 50], ""MGB"": [35, 38], ""Others"": [3, 5]}","{""MGB"": 56, ""BJP"": 24, ""Others"": 1}"
JH_2024,2024 Jharkhand Legislative Assembly Election,13–20 November 2024,Jharkhand,81,Dainik Bhaskar,0.1667,False,BJP,MGB,"{""BJP"": [37, 40], ""MGB"": [36, 39], ""Others"": [0, 2]}","{""MGB"": 56, ""BJP"": 24, ""Others"": 1}"
JH_2024,2024 Jharkhand Legislative Assembly Election,13–20 November 2024,Jharkhand,81,Electoral Edge,0.0,True,MGB,MGB,"{""BJP"": [29, 35], ""MGB"": [39, 45], ""Others"": [6, 8]}","{""MGB"": 56, ""BJP"": 24, ""Others"": 1}"
JH_2024,2024 Jharkhand Legislative Assembly Election,13–20 November 2024,Jharkhand,81,Matrize,0.1111,False,BJP,MGB,"{""BJP"": [42, 47], ""MGB"": [25, 30], ""Others"": [1, 4]}","{""MGB"": 56, ""BJP"": 24, ""Others"": 1}"
JH_2024,2024 Jharkhand Legislative Assembly Election,13–20 November 2024,Jharkhand,81,P Marq,0.0,True,MGB,MGB,"{""BJP"": [31, 40], ""MGB"": [37, 47], ""Others"": [6, 8]}","{""MGB"": 56, ""BJP"": 24, ""Others"": 1}"
JH_2024,2024 Jharkhand Legislative Assembly Election,13–20 November 2024,Jharkhand,81,Times Now – JVC,0.1667,False,BJP,MGB,"{""BJP"": [40, 44], ""MGB"": [30, 40], ""Others"": [0, 2]}","{""MGB"": 56, ""BJP"": 24, ""Others"": 1}"
JH_2024,2024 Jharkhand Legislative Assembly Election,13–20 November 2024,Jharkhand,81,People's Pulse,0.0,False,BJP,MGB,"{""BJP"": [44, 53], ""MGB"": [25, 37], ""Others"": [5, 9]}","{""MGB"": 56, ""BJP"": 24, ""Others"": 1}"
haryana2024assembly,Haryana Legislative Assembly Election,2024-10-05,Haryana,90,Dainik Bhaskar,0.3333,False,INDIA,BJP,"{""BJP"": [19, 29], ""INDIA"": [44, 54], ""Others"": [1, 6]}","{""BJP"": 48, ""INDIA"": 37, ""Others"": 5}"
haryana2024assembly,Haryana Legislative Assembly Election,2024-10-05,Haryana,90,People's Insight,0.2778,True,BJP,BJP,"{""BJP"": [49, 57], ""INDIA"": [27, 35], ""Others"": [3, 9]}","{""BJP"": 48, ""INDIA"": 37, ""Others"": 5}"
haryana2024assembly,Haryana Legislative Assembly Election,2024-10-05,Haryana,90,DHRUV,0.2778,False,INDIA,BJP,"{""BJP"": [23, 31], ""INDIA"": [53, 61], ""Others"": [3, 9]}","{""BJP"": 48, ""INDIA"": 37, ""Others"": 5}"
haryana2024assembly,Haryana Legislative Assembly Election,2024-10-05,Haryana,90,Matrize,0.1852,False,INDIA,BJP,"{""BJP"": [18, 24], ""INDIA"": [55, 62], ""Others"": [5, 14]}","{""BJP"": 48, ""INDIA"": 37, ""Others"": 5}"
haryana2024assembly,Haryana Legislative Assembly Election,2024-10-05,Haryana,90,India Today - CVoter,0.0,False,INDIA,BJP,"{""BJP"": [20, 28], ""INDIA"": [50, 58], ""Others"": [10, 16]}","{""BJP"": 48, ""INDIA"": 37, ""Others"": 5}"
haryana2024assembly,Haryana Legislative Assembly Election,2024-10-05,Haryana,90,Politique Marquer,0.2778,False,INDIA,BJP,"{""BJP"": [27, 35], ""INDIA"": [52, 60], ""Others"": [0, 6]}","{""BJP"": 48, ""INDIA"": 37, ""Others"": 5}"
haryana2024assembly,Haryana Legislative Assembly Election,2024-10-05,Haryana,90,South First - People's Pulse,0.4167,False,,BJP,"{""Others"": [5, 9]}","{""BJP"": 48, ""INDIA"": 37, ""Others"": 5}"
JK_LAE_2024,2024 Jammu and Kashmir Legislative Assembly election,18 September – 1 October 2024,Jammu and Kashmir,90,India Today – CVoter,1.9,True,INDIA,INDIA,"{""INDIA"": [40, 48], ""BJP"": [27, 32], ""JKPDP"": [6, 12], ""Others"": [6, 11]}","{""INDIA"": 49, ""BJP"": 29, ""JKPDP"": 3, ""Others"": 9}"
JK_LAE_2024,2024 Jammu and Kashmir Legislative Assembly election,18 September – 1 October 2024,Jammu and Kashmir,90,South First – People's Pulse,3.0625,True,INDIA,INDIA,"{""INDIA"": [46, 50], ""BJP"": [23, 27], ""JKPDP"": [7, 11], ""Others"": [4, 6]}","{""INDIA"": 49, ""BJP"": 29, ""JKPDP"": 3, ""Others"": 9}"
JK_LAE_2024,2024 Jammu and Kashmir Legislative Assembly election,18 September – 1 October 2024,Jammu and Kashmir,90,Axis My India,0.875,True,INDIA,INDIA,"{""INDIA"": [35, 45], ""BJP"": [24, 34], ""JKPDP"": [4, 6], ""Others"": [8, 23]}","{""INDIA"": 49, ""BJP"": 29, ""JKPDP"": 3, ""Others"": 9}"
JK_LAE_2024,2024 Jammu and Kashmir Legislative Assembly election,18 September – 1 October 2024,Jammu and Kashmir,90,Gulistan News,3.85,True,INDIA,INDIA,"{""INDIA"": [31, 36], ""BJP"": [28, 30], ""JKPDP"": [5, 7], ""Others"": [6, 16]}","{""INDIA"": 49, ""BJP"": 29, ""JKPDP"": 3, ""Others"": 9}"
JK_LAE_2024,2024 Jammu and Kashmir Legislative Assembly election,18 September – 1 October 2024,Jammu and Kashmir,90,Poll of Polls,1.8125,True,INDIA,INDIA,"{""INDIA"": [39, 45], ""BJP"": [25, 29], ""JKPDP"": [6, 8], ""Others"": [10, 18]}","{""INDIA"": 49, ""BJP"": 29, ""JKPDP"": 3, ""Others"": 9}"
2024_AP_Assembly,2024 Andhra Pradesh Legislative Assembly election,13 May 2024,Andhra Pradesh,175,KK Surveys and Strategies,3.7222,True,Kutami,Kutami,"{""YSRCP"": [8, 20], ""Kutami"": [153, 169], ""INDIA"": [0, 1]}","{""Kutami"": 164, ""YSRCP"": 11, ""INDIA"": 0}"
2024_AP_Assembly,2024 Andhra Pradesh Legislative Assembly election,13 May 2024,Andhra Pradesh,175,RISE,0.0,True,Kutami,Kutami,"{""YSRCP"": [52, 64], ""Kutami"": [107, 123], ""INDIA"": [0, 2]}","{""Kutami"": 164, ""YSRCP"": 11, ""INDIA"": 0}"
2024_AP_Assembly,2024 Andhra Pradesh Legislative Assembly election,13 May 2024,Andhra Pradesh,175,People's Pulse,0.0,True,Kutami,Kutami,"{""YSRCP"": [45, 60], ""Kutami"": [111, 135], ""INDIA"": [0, 1]}","{""Kutami"": 164, ""YSRCP"": 11, ""INDIA"": 0}"
2024_AP_Assembly,2024 Andhra Pradesh Legislative Assembly election,13 May 2024,Andhra Pradesh,175,India Today – Axis My India,0.0,True,Kutami,Kutami,"{""YSRCP"": [55, 77], ""Kutami"": [98, 120], ""INDIA"": [0, 2]}","{""Kutami"": 164, ""YSRCP"": 11, ""INDIA"": 0}"
2024_AP_Assembly,2024 Andhra Pradesh Legislative Assembly election,13 May 2024,Andhra Pradesh,175,AARA,0.0,False,YSRCP,Kutami,"{""YSRCP"": [94, 104], ""Kutami"": [71, 81], ""INDIA"": [0, 1]}","{""Kutami"": 164, ""YSRCP"": 11, ""INDIA"": 0}"
2024_AP_Assembly,2024 Andhra Pradesh Legislative Assembly election,13 May 2024,Andhra Pradesh,175,Times Now – ETG,0.0,False,YSRCP,Kutami,"{""YSRCP"": [117, 125], ""Kutami"": [50, 58], ""INDIA"": [0, 1]}","{""Kutami"": 164, ""YSRCP"": 11, ""INDIA"": 0}"
ODA_2024,2024 Odisha Legislative Assembly election,2024-05-13 to 2024-06-01,Odisha,147,Axis My India,0.8667,True,BJP,BJP,"{""BJP"": [62, 80], ""BJD"": [62, 80], ""INC"": [5, 8]}","{""BJP"": 78, ""BJD"": 51, ""INC"": 14, ""CPI(M)"": 1, ""Independents"": 3}"
ODA_2024,2024 Odisha Legislative Assembly election,2024-05-13 to 2024-06-01,Odisha,147,Times Now - ETG,0.0,False,BJD,BJP,"{""BJP"": [30, 38], ""BJD"": [100, 115], ""INC"": [4, 7]}","{""BJP"": 78, ""BJD"": 51, ""INC"": 14, ""CPI(M)"": 1, ""Independents"": 3}"
2023-karnataka-legislative-assembly,2023 Karnataka Legislative Assembly election,2023-05-10,Karnataka,224,South First-People's Pulse,0.5,True,INC,INC,"{""INC"": [95, 107], ""BJP"": [84, 98], ""Others"": [2, 4]}","{""INC"": 135, ""BJP"": 66, ""JD(S)"": 19, ""Others"": 4}"
2023-karnataka-legislative-assembly,2023 Karnataka Legislative Assembly election,2023-05-10,Karnataka,224,ABP-CVoter,0.0,True,INC,INC,"{""INC"": [115, 127], ""BJP"": [68, 80], ""Others"": [0, 2]}","{""INC"": 135, ""BJP"": 66, ""JD(S)"": 19, ""Others"": 4}"
2023-karnataka-legislative-assembly,2023 Karnataka Legislative Assembly election,2023-05-10,Karnataka,224,Zee News-Matrize,0.0,False,BJP,INC,"{""INC"": [79, 91], ""BJP"": [103, 115], ""Others"": [1, 3]}","{""INC"": 135, ""BJP"": 66, ""JD(S)"": 19, ""Others"": 4}"
2023-karnataka-legislative-assembly,2023 Karnataka Legislative Assembly election,2023-05-10,Karnataka,224,ABP News-C Voter,0.25,True,INC,INC,"{""INC"": [100, 112], ""BJP"": [83, 95], ""Others"": [2, 6]}","{""INC"": 135, ""BJP"": 66, ""JD(S)"": 19, ""Others"": 4}"
2023-karnataka-legislative-assembly,2023 Karnataka Legislative Assembly election,2023-05-10,Karnataka,224,India Today-Axis My India,2.7917,True,INC,INC,"{""INC"": [122, 140], ""BJP"": [62, 80], ""Others"": [0, 3]}","{""INC"": 135, ""BJP"": 66, ""JD(S)"": 19, ""Others"": 4}"
2023-karnataka-legislative-assembly,2023 Karnataka Legislative Assembly election,2023-05-10,Karnataka,224,India TV-CNX,0.0,True,INC,INC,"{""INC"": [110, 120], ""BJP"": [80, 90], ""Others"": [1, 3]}","{""INC"": 135, ""BJP"": 66, ""JD(S)"": 19, ""Others"": 4}"
2023-karnataka-legislative-assembly,2023 Karnataka Legislative Assembly election,2023-05-10,Karnataka,224,News 24-Today's Chanakya,0.0,True,INC,INC,"{""INC"": [114, 126], ""BJP"": [85, 99], ""Others"": [0, 1]}","{""INC"": 135, ""BJP"": 66, ""JD(S)"": 19, ""Others"": 4}"
2023-karnataka-legislative-assembly,2023 Karnataka Legislative Assembly election,2023-05-10,Karnataka,224,People's Insight,0.0,True,INC,INC,"{""INC"": [102, 114], ""BJP"": [91, 105], ""Others"": [0, 1]}","{""INC"": 135, ""BJP"": 66, ""JD(S)"": 19, ""Others"": 4}"
2023-karnataka-legislative-assembly,2023 Karnataka Legislative Assembly election,2023-05-10,Karnataka,224,News Nation-CGS,0.5,False,BJP,INC,"{""INC"": [80, 92], ""BJP"": [107, 121], ""Others"": [2, 4]}","{""INC"": 135, ""BJP"": 66, ""JD(S)"": 19, ""Others"": 4}"
2023-karnataka-legislative-assembly,2023 Karnataka Legislative Assembly election,2023-05-10,Karnataka,224,Republic TV -P MARQ,0.25,True,INC,INC,"{""INC"": [94, 108], ""BJP"": [85, 100], ""Others"": [2, 6]}","{""INC"": 135, ""BJP"": 66, ""JD(S)"": 19, ""Others"": 4}"
2023-karnataka-legislative-assembly,2023 Karnataka Legislative Assembly election,2023-05-10,Karnataka,224,Suvarna News -Jan Ki Baat,0.0,False,BJP,INC,"{""INC"": [91, 106], ""BJP"": [94, 117], ""Others"": [0, 2]}","{""INC"": 135, ""BJP"": 66, ""JD(S)"": 19, ""Others"": 4}"
2023-karnataka-legislative-assembly,2023 Karnataka Legislative Assembly election,2023-05-10,Karnataka,224,Times Now-ETG,0.5,True,INC,INC,"{""INC"": [107, 119], ""BJP"": [78, 92], ""Others"": [2, 4]}","{""INC"": 135, ""BJP"": 66, ""JD(S)"": 19, ""Others"": 4}"
2023-karnataka-legislative-assembly,2023 Karnataka Legislative Assembly election,2023-05-10,Karnataka,224,TV 9 Bharatvarsh-Polstrat,0.25,True,INC,INC,"{""INC"": [99, 109], ""BJP"": [88, 98], ""Others"": [0, 4]}","{""INC"": 135, ""BJP"": 66, ""JD(S)"": 19, ""Others"": 4}"
2023-karnataka-legislative-assembly,2023 Karnataka Legislative Assembly election,2023-05-10,Karnataka,224,Poll of Polls,0.0,True,INC,INC,"{""INC"": [103, 115], ""BJP"": [84, 98], ""Others"": [1, 3]}","{""INC"": 135, ""BJP"": 66, ""JD(S)"": 19, ""Others"": 4}"
Chhattisgarh2023,2023 Chhattisgarh Legislative Assembly election,2023-11-07 to 2023-11-17,Chhattisgarh,90,ABP News-Matrize,0.0833,False,INC,BJP,"{""INC"": [47, 52], ""BJP"": [34, 39], ""Others"": [1, 5]}","{""BJP"": 54, ""INC"": 35, ""Others"": 1}"
Chhattisgarh2023,2023 Chhattisgarh Legislative Assembly election,2023-11-07 to 2023-11-17,Chhattisgarh,90,ABP News-C-Voter,0.1111,False,INC,BJP,"{""INC"": [48, 54], ""BJP"": [35, 41], ""Others"": [0, 3]}","{""BJP"": 54, ""INC"": 35, ""Others"": 1}"
Chhattisgarh2023,2023 Chhattisgarh Legislative Assembly election,2023-11-07 to 2023-11-17,Chhattisgarh,90,ABP News-CVoter,0.1667,False,INC,BJP,"{""INC"": [45, 55], ""BJP"": [39, 45], ""Others"": [0, 2]}","{""BJP"": 54, ""INC"": 35, ""Others"": 1}"
Chhattisgarh2023,2023 Chhattisgarh Legislative Assembly election,2023-11-07 to 2023-11-17,Chhattisgarh,90,India Today-Axis My India,0.0833,False,INC,BJP,"{""INC"": [40, 50], ""BJP"": [36, 46], ""Others"": [1, 5]}","{""BJP"": 54, ""INC"": 35, ""Others"": 1}"
Chhattisgarh2023,2023 Chhattisgarh Legislative Assembly election,2023-11-07 to 2023-11-17,Chhattisgarh,90,India TV-CNX,0.0,False,INC,BJP,"{""INC"": [46, 56], ""BJP"": [30, 40], ""Others"": [3, 5]}","{""BJP"": 54, ""INC"": 35, ""Others"": 1}"
Chhattisgarh2023,2023 Chhattisgarh Legislative Assembly election,2023-11-07 to 2023-11-17,Chhattisgarh,90,TV9 Bharatvarsh-Polstrat,0.1111,False,INC,BJP,"{""INC"": [40, 50], ""BJP"": [35, 45], ""Others"": [0, 3]}","{""BJP"": 54, ""INC"": 35, ""Others"": 1}"
Chhattisgarh2023,2023 Chhattisgarh Legislative Assembly election,2023-11-07 to 2023-11-17,Chhattisgarh,90,News18-Today's Chanakya,0.1111,False,INC,BJP,"{""INC"": [49, 65], ""BJP"": [25, 41], ""Others"": [0, 3]}","{""BJP"": 54, ""INC"": 35, ""Others"": 1}"
Chhattisgarh2023,2023 Chhattisgarh Legislative Assembly election,2023-11-07 to 2023-11-17,Chhattisgarh,90,People's Insight,0.3333,True,BJP,BJP,"{""INC"": [19, 27], ""BJP"": [63, 71], ""Others"": [0, 1]}","{""BJP"": 54, ""INC"": 35, ""Others"": 1}"
Chhattisgarh2023,2023 Chhattisgarh Legislative Assembly election,2023-11-07 to 2023-11-17,Chhattisgarh,90,Republic TV-Matrize,0.1667,False,INC,BJP,"{""INC"": [44, 52], ""BJP"": [34, 42], ""Others"": [0, 2]}","{""BJP"": 54, ""INC"": 35, ""Others"": 1}"
Chhattisgarh2023,2023 Chhattisgarh Legislative Assembly election,2023-11-07 to 2023-11-17,Chhattisgarh,90,Dainik Bhaskar,0.0333,False,INC,BJP,"{""INC"": [46, 55], ""BJP"": [35, 45], ""Others"": [0, 10]}","{""BJP"": 54, ""INC"": 35, ""Others"": 1}"
Chhattisgarh2023,2023 Chhattisgarh Legislative Assembly election,2023-11-07 to 2023-11-17,Chhattisgarh,90,Times Now-ETG,0.0,False,INC,BJP,"{""INC"": [48, 56], ""BJP"": [32, 40], ""Others"": [2, 4]}","{""BJP"": 54, ""INC"": 35, ""Others"": 1}"
Chhattisgarh2023,2023 Chhattisgarh Legislative Assembly election,2023-11-07 to 2023-11-17,Chhattisgarh,90,Jan Ki Baat,0.0,False,INC,BJP,"{""INC"": [42, 53], ""BJP"": [34, 45], ""Others"": [2, 4]}","{""BJP"": 54, ""INC"": 35, ""Others"": 1}"
Chhattisgarh2023,2023 Chhattisgarh Legislative Assembly election,2023-11-07 to 2023-11-17,Chhattisgarh,90,Poll of Polls,0.0,False,INC,BJP,"{""INC"": [45, 53], ""BJP"": [34, 42], ""Others"": [2, 4]}","{""BJP"": 54, ""INC"": 35, ""Others"": 1}"
2023_rajasthan_legislative_assembly,2023 Rajasthan Legislative Assembly Election,25 November 2023,Rajasthan,200,ABP News-CVoter,0.0,True,BJP,BJP,"{""INC"": [59, 69], ""BJP"": [127, 137], ""Others"": [2, 7]}","{""INC+"": 71, ""BJP"": 115, ""Others"": 14}"
2023_rajasthan_legislative_assembly,2023 Rajasthan Legislative Assembly Election,25 November 2023,Rajasthan,200,India Today-Axis My India,0.5185,False,INC+,BJP,"{""INC+"": [86, 106], ""BJP"": [80, 100], ""Others"": [9, 18]}","{""INC+"": 71, ""BJP"": 115, ""Others"": 14}"
2023_rajasthan_legislative_assembly,2023 Rajasthan Legislative Assembly Election,25 November 2023,Rajasthan,200,TV9 Bharatvarsh-Polstrat,0.4667,True,BJP,BJP,"{""INC+"": [90, 100], ""BJP"": [100, 110], ""Others"": [5, 15]}","{""INC+"": 71, ""BJP"": 115, ""Others"": 14}"
2023_rajasthan_legislative_assembly,2023 Rajasthan Legislative Assembly Election,25 November 2023,Rajasthan,200,Republic TV-Matrize,5.5889,True,BJP,BJP,"{""INC+"": [65, 75], ""BJP"": [115, 130], ""Others"": [12, 19]}","{""INC+"": 71, ""BJP"": 115, ""Others"": 14}"
2023_rajasthan_legislative_assembly,2023 Rajasthan Legislative Assembly Election,25 November 2023,Rajasthan,200,People's Insight,2.7381,True,BJP,BJP,"{""INC+"": [72, 86], ""BJP"": [105, 119], ""Others"": [5, 11]}","{""INC+"": 71, ""BJP"": 115, ""Others"": 14}"
2023_rajasthan_legislative_assembly,2023 Rajasthan Legislative Assembly Election,25 November 2023,Rajasthan,200,Times Now-ETG,3.9792,True,BJP,BJP,"{""INC+"": [56, 72], ""BJP"": [108, 128], ""Others"": [13, 21]}","{""INC+"": 71, ""BJP"": 115, ""Others"": 14}"
2023_rajasthan_legislative_assembly,2023 Rajasthan Legislative Assembly Election,25 November 2023,Rajasthan,200,Jan Ki Baat,7.4381,True,BJP,BJP,"{""INC+"": [62, 85], ""BJP"": [100, 122], ""Others"": [14, 15]}","{""INC+"": 71, ""BJP"": 115, ""Others"": 14}"
2023_rajasthan_legislative_assembly,2023 Rajasthan Legislative Assembly Election,25 November 2023,Rajasthan,200,India TV-CNX,1.1667,False,INC+,BJP,"{""INC+"": [94, 104], ""BJP"": [80, 90], ""Others"": [14, 18]}","{""INC+"": 71, ""BJP"": 115, ""Others"": 14}"
2023_rajasthan_legislative_assembly,2023 Rajasthan Legislative Assembly Election,25 November 2023,Rajasthan,200,News24-Today's Chanakya,0.0,False,INC+,BJP,"{""INC+"": [94, 108], ""BJP"": [82, 96], ""Others"": [6, 12]}","{""INC+"": 71, ""BJP"": 115, ""Others"": 14}"
2023_rajasthan_legislative_assembly,2023 Rajasthan Legislative Assembly Election,25 November 2023,Rajasthan,200,P-MARQ,3.4591,True,BJP,BJP,"{""INC+"": [69, 91], ""BJP"": [105, 125], ""Others"": [5, 15]}","{""INC+"": 71, ""BJP"": 115, ""Others"": 14}"
2023_rajasthan_legislative_assembly,2023 Rajasthan Legislative Assembly Election,25 November 2023,Rajasthan,200,Dainik Bhaskar,0.9333,True,BJP,BJP,"{""INC+"": [85, 95], ""BJP"": [98, 105], ""Others"": [10, 15]}","{""INC+"": 71, ""BJP"": 115, ""Others"": 14}"
2023_rajasthan_legislative_assembly,2023 Rajasthan Legislative Assembly Election,25 November 2023,Rajasthan,200,Poll of Polls,0.0,True,BJP,BJP,"{""INC+"": [78, 92], ""BJP"": [98, 112], ""Others"": [7, 13]}","{""INC+"": 71, ""BJP"": 115, ""Others"": 14}"
MP2023,2023 Madhya Pradesh Legislative Assembly election,2023-11-17,Madhya Pradesh,230,ABP News-CVoter,0.0667,False,INC,BJP,"{""BJP"": [104, 116], ""INC"": [113, 125], ""Others"": [0, 5]}","{""BJP"": 163, ""INC"": 66, ""Others"": 1}"
MP2023,2023 Madhya Pradesh Legislative Assembly election,2023-11-17,Madhya Pradesh,230,India TV-CNX,0.0556,True,BJP,BJP,"{""BJP"": [111, 127], ""INC"": [99, 115], ""Others"": [1, 7]}","{""BJP"": 163, ""INC"": 66, ""Others"": 1}"
MP2023,2023 Madhya Pradesh Legislative Assembly election,2023-11-17,Madhya Pradesh,230,India Today-Axis My India,0.1111,True,BJP,BJP,"{""BJP"": [140, 162], ""INC"": [68, 90], ""Others"": [0, 3]}","{""BJP"": 163, ""INC"": 66, ""Others"": 1}"
MP2023,2023 Madhya Pradesh Legislative Assembly election,2023-11-17,Madhya Pradesh,230,TV9 Bharatvarsh-Polstrat,0.0556,False,INC,BJP,"{""BJP"": [106, 116], ""INC"": [111, 121], ""Others"": [0, 6]}","{""BJP"": 163, ""INC"": 66, ""Others"": 1}"
MP2023,2023 Madhya Pradesh Legislative Assembly election,2023-11-17,Madhya Pradesh,230,Republic TV-Matrize,0.1667,True,BJP,BJP,"{""BJP"": [118, 130], ""INC"": [97, 107], ""Others"": [0, 2]}","{""BJP"": 163, ""INC"": 66, ""Others"": 1}"
MP2023,2023 Madhya Pradesh Legislative Assembly election,2023-11-17,Madhya Pradesh,230,People's Insight,0.1111,True,BJP,BJP,"{""BJP"": [193, 209], ""INC"": [21, 37], ""Others"": [0, 3]}","{""BJP"": 163, ""INC"": 66, ""Others"": 1}"
MP2023,2023 Madhya Pradesh Legislative Assembly election,2023-11-17,Madhya Pradesh,230,Times Now-ETG,0.0833,False,INC,BJP,"{""BJP"": [105, 117], ""INC"": [109, 125], ""Others"": [1, 5]}","{""BJP"": 163, ""INC"": 66, ""Others"": 1}"
MP2023,2023 Madhya Pradesh Legislative Assembly election,2023-11-17,Madhya Pradesh,230,Jan Ki Baat,0.0,False,INC,BJP,"{""BJP"": [100, 123], ""INC"": [102, 125], ""Others"": [2, 8]}","{""BJP"": 163, ""INC"": 66, ""Others"": 1}"
MP2023,2023 Madhya Pradesh Legislative Assembly election,2023-11-17,Madhya Pradesh,230,News24-Today's Chanakya,3.2222,True,BJP,BJP,"{""BJP"": [139, 163], ""INC"": [62, 86], ""Others"": [1, 9]}","{""BJP"": 163, ""INC"": 66, ""Others"": 1}"
MP2023,2023 Madhya Pradesh Legislative Assembly election,2023-11-17,Madhya Pradesh,230,Dainik Bhaskar,0.0222,False,INC,BJP,"{""BJP"": [95, 115], ""INC"": [105, 120], ""Others"": [0, 15]}","{""BJP"": 163, ""INC"": 66, ""Others"": 1}"
